user_lifetime_value,geo.country,user_id,user_properties.save_payment_info,user_properties.push_opt_in,event_name.add_to_wishlist,web_sessions,app_sessions,transactions,items_viewed,session_duration,promotion_clicks,ecommerce.purchase_value,items_viewed_filtered_by_sale,ecommerce.discount,items_viewed_per_app_session,transactions_app,items_added_to_cart_per_session_count,user_engagement_proxy,is_churned
130.82,FR,519,0,0,4,0,28,2,123,363.48,10,255.29,72,0.23,1.06,15,2.46,2,0
519.09,FR,520,1,0,0,38,1,4,149,471.61,19,158.35,38,0.25,3.07,15,3.4,8,0
943.48,FR,521,1,1,9,46,19,2,161,519.41,16,105.72,45,0.83,4.45,5,2.28,8,0
645.61,US,522,0,1,5,20,6,9,191,92.08,9,43.1,42,0.34,6.53,18,3.6,6,0
615.6,DE,523,1,0,8,7,4,12,160,417.16,15,142.12,78,0.46,0.15,10,1.01,1,1
705.46,UK,524,0,1,3,20,41,11,83,139.69,2,382.34,37,0.65,2.25,12,2.45,9,1
74.4,DE,525,0,0,9,5,22,7,130,282.25,4,180.13,39,0.84,5.8,7,0.11,2,1
524.87,UK,526,0,1,3,30,11,1,165,411.65,6,100.96,70,0.96,6.14,0,2.49,6,0
278.64,US,527,0,1,0,19,19,10,186,367.4,8,86.82,5,0.71,2.97,19,1.37,8,1
244.88,CA,528,0,0,6,43,49,3,188,520.83,17,113.26,63,0.99,1.12,13,2.25,5,1
824.37,CA,529,0,0,8,24,22,13,151,99.87,9,358.97,79,0.59,1.05,2,3.75,2,1
35.16,UK,530,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
26.42,UK,531,1,0,1,40,17,6,42,70.62,16,402.49,51,0.05,9.18,6,1.33,9,0
579.72,FR,532,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
232.03,IN,533,1,0,2,48,37,0,71,304.16,18,99.51,49,0.08,2.08,13,4.72,6,0
965.98,FR,534,0,1,6,24,7,11,18,97.31,16,395.7,89,0.24,8.16,2,1.67,0,1
973.28,UK,535,0,0,1,8,4,1,90,228.99,5,219.01,82,0.77,4.9,0,0.04,5,1
41.11,CA,536,0,1,9,41,21,11,44,11.37,5,75.71,75,0.21,6.03,4,1.4,6,0
423.24,UK,537,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
936.79,FR,538,0,1,6,20,33,14,193,444.36,5,69.39,41,0.94,3.54,4,1.69,9,0
164.46,TR,539,1,0,3,39,40,13,150,582.74,0,149.73,86,0.79,6.53,12,0.1,4,0
749.03,UK,540,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
177.8,US,541,0,1,1,42,25,13,28,569.82,16,24.97,27,0.15,1.28,17,4.59,9,1
434.7,DE,542,0,0,9,32,46,16,195,247.63,7,292.45,64,0.05,8.12,6,4.71,9,1
940.83,FR,543,1,1,2,47,11,19,115,572.28,1,409.4,55,0.07,5.12,12,4.93,4,1
381.83,US,544,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
378.3,DE,545,0,1,1,44,29,13,123,114.95,8,244.85,0,0.65,6.42,16,3.13,3,1
110.46,FR,546,1,0,1,20,38,2,45,408.9,4,139.61,84,0.79,5.5,9,2.01,1,0
190.01,FR,547,1,0,2,22,20,17,189,428.32,13,207.79,8,0.14,7.7,10,2.98,3,0
619.69,TR,548,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
500.23,FR,549,1,0,8,39,30,9,118,218.54,18,470.85,62,0.68,1.14,5,3.5,3,1
289.04,US,550,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
937.36,US,551,0,1,0,40,22,12,176,285.51,0,101.51,0,0.76,5.89,3,0.82,8,0
830.45,FR,552,1,0,8,7,39,15,77,552.05,15,5.99,82,0.1,1.63,13,4.14,8,0
857.92,CA,553,1,0,2,34,40,8,112,321.07,19,486.82,74,0.48,9.03,12,2.29,8,1
796.86,US,554,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
941.05,CA,555,0,0,0,33,25,15,163,286.21,3,498.1,42,0.25,8.9,6,0.5,0,1
777.38,FR,556,1,1,2,13,7,8,167,569.98,4,430.09,15,0.54,4.55,8,3.07,6,0
498.86,TR,557,1,0,6,4,25,18,136,478.1,2,268.59,31,0.83,6.78,5,1.64,3,0
185.67,CA,558,0,0,3,25,45,3,169,232.42,10,77.73,33,0.52,7.95,0,3.56,4,1
572.63,CA,559,1,1,2,45,21,10,89,516.78,11,381.62,87,0.35,8.44,17,1.71,7,1
796.86,US,560,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
287.96,FR,561,0,1,2,25,4,1,193,444.89,4,449.47,67,0.13,5.22,10,0.93,9,1
502.28,DE,562,0,1,2,17,30,18,5,333.9,14,41.68,27,0.21,0.21,3,3.96,2,0
680.79,DE,563,1,1,6,32,19,9,135,247.44,17,377.11,86,0.19,1.14,2,1.01,2,0
596.49,FR,564,0,1,9,24,37,14,175,443.4,9,128.73,12,0.65,3.7,6,3.33,2,0
810.31,DE,565,1,1,1,27,21,4,27,513.01,1,157.36,90,0.51,4.67,2,1.94,0,0
834.12,DE,566,1,1,2,47,26,14,99,220.15,16,57.17,55,0.57,9.97,16,1.1,3,1
730.93,IN,567,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
558.81,DE,568,1,0,5,41,4,12,123,417.1,5,288.44,51,0.92,5.79,0,4.87,4,1
819.05,FR,569,0,1,9,18,1,17,87,521.26,7,291.51,14,0.91,1.66,14,3.72,2,0
915.72,IN,570,0,1,5,36,44,6,146,60.35,12,423.21,57,0.49,4.6,14,3.14,5,0
331.93,US,571,0,1,9,1,1,3,49,558.26,4,210.81,79,0.77,3.19,16,0.29,4,1
103.04,US,572,0,0,5,41,27,7,64,401.17,18,464.45,63,0.48,0.61,13,3.98,1,1
547.27,TR,573,1,1,9,0,29,18,67,537.73,6,259.89,89,0.26,6.2,19,0.6,2,0
594.98,DE,574,1,0,4,8,13,11,189,170.21,3,392.07,52,0.09,2.58,3,1.45,2,1
266.19,IN,575,1,0,9,44,41,9,174,450.06,18,199.4,37,0.32,4.52,8,1.55,0,1
278.64,US,576,0,1,0,19,19,10,186,367.4,8,86.82,5,0.71,2.97,19,1.37,8,1
344.24,FR,577,0,0,4,21,13,17,193,134.56,5,451.38,22,0.23,4.66,1,3.75,9,1
103.04,US,578,0,0,5,41,27,7,64,401.17,18,464.45,63,0.48,0.61,13,3.98,1,1
519.09,FR,579,1,0,0,38,1,4,149,471.61,19,158.35,38,0.25,3.07,15,3.4,8,0
758,DE,580,1,1,7,49,46,16,173,494.94,17,212.54,51,0.45,1.49,16,2.53,2,1
910.23,UK,581,1,0,8,35,15,10,18,32.41,11,55.77,43,0.05,8.73,11,2.09,4,1
106.86,IN,582,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
45.58,IN,583,1,0,0,29,33,3,44,528.76,2,174.24,82,0.67,1.83,14,1.41,2,0
362.41,TR,584,1,1,1,48,7,5,33,145.85,9,298.46,20,0.89,3.87,15,1.88,9,0
862.12,TR,585,0,0,8,7,34,6,3,506.82,16,428.21,76,0.34,1.99,4,1.69,7,1
54.85,DE,586,0,0,6,49,48,1,170,539.63,7,498.63,9,0.67,3.2,7,0.1,7,0
796.86,US,587,1,1,0,7,37,1,174,479.78,4,440.2,18,0.67,0.17,11,2.53,1,1
249.43,DE,588,1,0,4,17,30,17,40,566.36,4,239.59,77,0.35,7.29,18,3.47,4,0
272.55,FR,589,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
737.72,TR,590,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
846.43,UK,591,0,0,9,2,24,1,154,466.12,9,400.16,62,0.99,3.67,19,2.94,6,0
381.83,US,592,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
809.37,TR,593,1,0,8,15,2,15,156,350.45,9,411.59,76,0.78,1.89,19,4.26,0,0
872.75,IN,594,0,0,4,43,23,0,149,415.57,6,130.37,12,0.07,3.52,5,1.44,5,0
581.13,IN,595,0,0,4,1,20,9,174,31.2,17,280.88,27,0.64,8.1,15,3.17,5,0
574.36,DE,596,1,0,4,42,17,14,74,544.58,8,183.41,47,0.01,7.31,5,1.2,5,1
940.83,FR,597,1,1,2,47,11,19,115,572.28,1,409.4,55,0.07,5.12,12,4.93,4,1
898.14,CA,598,1,1,5,23,8,14,40,558.8,11,454.38,41,0.25,3.31,16,0.8,1,0
523.6,FR,599,1,1,5,0,9,10,182,182.58,18,439.29,7,0.3,2.47,0,0.57,4,1
181.56,CA,600,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
99.39,TR,601,0,1,8,25,31,8,140,246.85,0,387.54,14,0.16,0.26,16,2.58,1,0
272.55,FR,602,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
521.14,IN,603,0,1,8,35,42,10,29,341.16,15,82.32,86,0.99,3.16,16,4.32,4,1
497.59,TR,604,1,1,4,5,9,4,83,242.89,15,24.29,65,0.02,2.73,0,3.11,4,1
26.42,UK,605,1,0,1,40,17,6,42,70.62,16,402.49,51,0.05,9.18,6,1.33,9,0
247.17,TR,606,1,1,7,7,5,16,105,277.83,8,189.4,95,0.7,0.12,15,1.97,7,1
837.62,TR,607,0,0,6,46,19,10,171,172.98,6,89.02,29,0.08,1.81,15,0.79,4,1
686.18,UK,608,0,1,6,6,39,19,44,580.56,12,484.04,89,0.26,4.28,14,4.76,2,0
730.93,IN,609,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
498.86,TR,610,1,0,6,4,25,18,136,478.1,2,268.59,31,0.83,6.78,5,1.64,3,0
581.13,IN,611,0,0,4,1,20,9,174,31.2,17,280.88,27,0.64,8.1,15,3.17,5,0
146.15,DE,612,0,1,7,10,18,5,191,210.82,13,445.75,43,0.73,4.54,13,0.32,4,1
930.4,FR,613,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
181.56,CA,614,1,0,1,20,30,5,62,544.79,3,306.8,88,0.13,4.36,16,1.56,9,1
777.38,FR,615,1,1,2,13,7,8,167,569.98,4,430.09,15,0.54,4.55,8,3.07,6,0
705.46,UK,616,0,1,3,20,41,11,83,139.69,2,382.34,37,0.65,2.25,12,2.45,9,1
135.79,IN,617,1,1,8,10,44,17,27,428.98,0,31.41,34,0.02,5.74,10,2.57,1,0
805.45,IN,618,1,1,2,18,43,7,142,502.89,8,109.2,84,0.23,8.12,16,4.35,8,0
289.21,TR,619,0,0,8,3,31,2,29,472.81,5,405.47,55,0.55,8.25,11,2.36,8,1
930.4,FR,620,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
41.11,CA,621,0,1,9,41,21,11,44,11.37,5,75.71,75,0.21,6.03,4,1.4,6,0
930.4,FR,622,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
864.47,TR,623,0,1,4,5,35,3,157,28.17,2,120.93,93,0.66,5.58,12,4.11,8,0
819.05,FR,624,0,1,9,18,1,17,87,521.26,7,291.51,14,0.91,1.66,14,3.72,2,0
930.4,FR,625,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
951.21,TR,626,1,0,1,2,7,7,76,368.06,8,468.46,43,0.75,2.72,9,0.21,3,1
515.64,TR,627,1,1,1,31,26,15,75,292.17,15,235.82,23,0.05,5.04,1,1.41,3,1
850.73,US,628,0,1,3,34,26,16,160,464.76,0,408.4,98,0.12,6.28,1,1.03,8,0
895.88,CA,629,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
181.47,IN,630,0,1,2,17,8,17,18,116.38,8,443.62,85,0.82,0.19,3,4.81,2,1
374.04,US,631,1,0,6,9,6,6,196,335.72,4,48.75,20,0.51,6.87,19,4.19,0,1
272.55,FR,632,1,0,6,1,36,16,7,255.32,11,350.98,65,0.64,9.62,5,4.04,3,0
737.72,TR,633,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
432.84,US,634,1,0,8,20,14,13,91,412.23,10,228.39,0,0.72,1.97,7,1.62,9,1
515.64,TR,635,1,1,1,31,26,15,75,292.17,15,235.82,23,0.05,5.04,1,1.41,3,1
940.1,CA,636,0,0,7,15,19,19,29,312.61,13,375.44,54,0.28,4.15,16,1.63,0,1
26.42,UK,637,1,0,1,40,17,6,42,70.62,16,402.49,51,0.05,9.18,6,1.33,9,0
749.03,UK,638,0,1,1,25,34,6,11,75.48,15,135.99,71,0.44,7.82,18,2.21,5,1
730.93,IN,639,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
898.14,CA,640,1,1,5,23,8,14,40,558.8,11,454.38,41,0.25,3.31,16,0.8,1,0
433.9,UK,641,0,1,8,14,44,5,112,471.39,13,51.98,31,0.79,0.59,3,4.99,8,0
287.13,US,642,1,1,2,14,6,13,56,437.74,12,246.81,96,0.13,7.23,6,0.88,3,1
170.01,UK,643,1,1,5,0,15,13,146,526.55,3,194.49,16,0.12,0.22,10,1.58,5,0
878.57,US,644,0,1,5,45,33,3,53,497.76,5,300.59,79,0.22,7.96,10,0.51,8,0
324.82,IN,645,0,1,8,41,6,14,131,13.59,1,245.12,53,0.57,7.52,18,0.25,7,1
177.8,US,646,0,1,1,42,25,13,28,569.82,16,24.97,27,0.15,1.28,17,4.59,9,1
366.59,CA,647,1,1,0,29,23,7,37,540.68,8,298.61,14,0.17,1.29,17,1.55,2,0
797.83,TR,648,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
955.32,UK,649,0,0,5,9,27,15,117,327.9,13,203.93,37,0.13,7.73,12,2.57,7,0
28.04,UK,650,0,1,5,1,14,2,66,243.17,18,486.67,75,0.12,1.82,12,2.36,7,0
433.27,CA,651,1,1,8,48,17,13,34,128.38,14,304.79,9,0.7,9.88,7,0.12,8,1
898.14,CA,652,1,1,5,23,8,14,40,558.8,11,454.38,41,0.25,3.31,16,0.8,1,0
347.4,US,653,0,1,3,35,48,13,34,486.88,1,283.89,21,0.98,7.88,7,3.4,5,1
185.34,TR,654,0,0,2,4,20,15,126,412.49,6,450.98,48,0.52,9.57,11,4.07,6,1
307.87,CA,655,1,1,9,16,13,18,152,139.37,6,190.86,88,0.42,8.2,3,2.01,3,0
527.51,IN,656,0,1,0,32,3,16,67,594.42,18,62.12,98,0.71,3.23,13,2.44,6,1
645.61,US,657,0,1,5,20,6,9,191,92.08,9,43.1,42,0.34,6.53,18,3.6,6,0
118.95,DE,658,1,0,1,7,13,5,54,69.56,8,170.15,35,0.44,9.06,8,3.12,1,0
819.05,FR,659,0,1,9,18,1,17,87,521.26,7,291.51,14,0.91,1.66,14,3.72,2,0
740.52,US,660,1,0,8,23,42,0,99,45.77,9,81.08,14,0.81,7.15,14,3.58,6,0
380.87,US,661,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
574.36,DE,662,1,0,4,42,17,14,74,544.58,8,183.41,47,0.01,7.31,5,1.2,5,1
507.65,UK,663,1,1,1,39,45,18,5,458.17,6,281.73,81,0.95,8.37,9,2.74,5,1
391.25,TR,664,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
619.69,TR,665,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
613.47,US,666,1,0,7,46,15,13,11,255.51,14,498.61,1,0.73,2.83,0,3.6,7,1
507.65,UK,667,1,1,1,39,45,18,5,458.17,6,281.73,81,0.95,8.37,9,2.74,5,1
857.92,CA,668,1,0,2,34,40,8,112,321.07,19,486.82,74,0.48,9.03,12,2.29,8,1
888.22,FR,669,1,1,0,6,27,15,38,508.11,15,255.99,61,0.98,7.66,14,2.69,2,0
329.73,UK,670,0,0,0,19,0,7,187,468.39,3,319.79,3,0.61,6.27,0,4.98,0,1
862.12,TR,671,0,0,8,7,34,6,3,506.82,16,428.21,76,0.34,1.99,4,1.69,7,1
687.39,US,672,0,0,3,36,4,3,62,88.1,3,166.74,76,0.69,0.61,6,4.28,2,0
706.62,CA,673,1,1,3,18,16,4,55,577.76,3,441.08,90,0.55,7.07,0,1.27,4,1
579.72,FR,674,0,1,1,36,26,1,183,318.3,7,427.01,58,0.89,6.8,17,1.25,5,0
16.88,FR,675,1,0,4,28,1,8,149,152.92,3,441.87,16,0.8,2.64,9,0.9,0,1
700.05,UK,676,0,1,3,3,20,7,2,167.68,6,313.75,3,0.66,3.15,5,2.97,5,0
909.18,US,677,0,1,5,26,40,19,123,521.49,8,178.51,12,0.25,6.25,5,0.5,8,1
223.66,UK,678,0,1,3,43,31,5,106,289.31,8,340.38,43,0.84,7.14,0,1.8,4,1
35.16,UK,679,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
148.68,UK,680,1,0,3,24,28,7,117,34.58,8,328.9,75,0.02,3.5,14,3.7,4,1
391.25,TR,681,0,0,0,45,48,6,166,547.53,8,429.72,57,0.09,7.3,18,1.21,3,0
307.87,CA,682,1,1,9,16,13,18,152,139.37,6,190.86,88,0.42,8.2,3,2.01,3,0
619.69,TR,683,1,0,1,9,49,11,145,519.74,19,146.83,66,0.81,1.33,17,0.4,7,1
169.61,DE,684,1,1,7,46,17,16,146,71.6,13,239.76,84,0.46,8.74,1,0.68,4,1
332.08,UK,685,1,0,4,0,39,1,141,342,12,118.65,12,0.22,1.11,14,1.78,1,1
203.83,FR,686,1,1,9,13,33,11,119,441.95,9,54.98,29,0.36,1.52,10,2.74,8,1
951.21,TR,687,1,0,1,2,7,7,76,368.06,8,468.46,43,0.75,2.72,9,0.21,3,1
737.72,TR,688,0,1,0,45,20,0,124,365.81,16,35.97,57,0.23,9.22,18,0.58,1,0
641.06,IN,689,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
323.75,TR,690,1,0,7,43,20,3,190,428.54,9,124.54,55,0.14,4.34,9,4.77,9,0
972.06,CA,691,1,1,0,9,24,5,71,23,8,484.19,58,0.28,4.15,0,1.89,3,1
311.57,FR,692,1,1,2,1,43,2,172,429.42,12,457.33,84,0.77,0.77,12,0.69,8,0
730.93,IN,693,1,1,3,15,24,17,34,181.08,16,112.75,20,0.13,8.84,16,1.16,0,1
605.1,FR,694,1,1,9,34,48,10,119,324.03,19,253.8,94,0.16,1.36,3,2.32,5,0
581.13,IN,695,0,0,4,1,20,9,174,31.2,17,280.88,27,0.64,8.1,15,3.17,5,0
35.16,UK,696,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
613.47,US,697,1,0,7,46,15,13,11,255.51,14,498.61,1,0.73,2.83,0,3.6,7,1
641.06,IN,698,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
666.87,FR,699,0,0,3,18,39,4,44,566.95,7,347.72,84,0.14,9.63,1,1.49,1,1
423.24,UK,700,0,0,7,37,1,4,172,95.67,19,42.47,57,0.16,0.68,8,2.29,5,0
247.17,TR,701,1,1,7,7,5,16,105,277.83,8,189.4,95,0.7,0.12,15,1.97,7,1
895.88,CA,702,0,0,1,9,2,3,8,65.27,3,222.41,38,0.22,7.3,2,0.96,1,0
543.95,DE,703,1,0,2,44,5,19,19,382.93,15,418.88,19,0.92,1.27,4,1.58,2,1
374.11,US,704,1,0,5,13,14,2,175,342.34,11,332.53,54,0.51,2.71,4,2.02,8,1
872.75,IN,705,0,0,4,43,23,0,149,415.57,6,130.37,12,0.07,3.52,5,1.44,5,0
709.79,FR,706,1,1,6,48,32,5,126,11.87,14,115.07,31,0.31,5.3,17,1.53,6,0
930.4,FR,707,1,0,8,42,44,14,25,245.47,15,282.54,83,0.43,0.13,3,0.35,1,1
513.48,CA,708,0,0,2,23,21,18,167,383.41,14,198.97,30,0.44,4.23,2,4.07,5,0
106.86,IN,709,1,0,9,38,7,8,192,557.91,18,331.23,20,0.09,8.08,4,3.53,5,1
323.75,TR,710,1,0,7,43,20,3,190,428.54,9,124.54,55,0.14,4.34,9,4.77,9,0
973.28,UK,711,0,0,1,8,4,1,90,228.99,5,219.01,82,0.77,4.9,0,0.04,5,1
169.61,DE,712,1,1,7,46,17,16,146,71.6,13,239.76,84,0.46,8.74,1,0.68,4,1
35.16,UK,713,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
153.45,IN,714,0,0,2,24,24,9,192,494.64,12,39.01,92,0.36,1.43,1,3.08,3,0
380.87,US,715,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
878.7,US,716,0,1,1,23,19,19,58,514.57,9,338.63,94,0.8,5.23,9,0.37,9,0
392.24,FR,717,0,0,7,10,15,15,177,17.69,15,118.54,64,0.86,3.74,17,0.29,5,0
706.62,CA,718,1,1,3,18,16,4,55,577.76,3,441.08,90,0.55,7.07,0,1.27,4,1
636.77,CA,719,0,1,3,18,18,14,50,408.33,12,160.34,26,0.83,2.86,5,1.73,7,1
278.12,US,720,1,1,9,6,23,0,97,438.12,12,93.78,47,0.84,6.12,18,0.56,0,0
637.19,DE,721,1,1,4,4,44,3,55,550.91,14,7.63,39,0.09,4.74,6,4.34,8,1
666.87,FR,722,0,0,3,18,39,4,44,566.95,7,347.72,84,0.14,9.63,1,1.49,1,1
50.37,UK,723,0,0,9,5,30,3,112,435.82,3,293.94,94,0.09,2.02,1,3.43,6,0
374.11,US,724,1,0,5,13,14,2,175,342.34,11,332.53,54,0.51,2.71,4,2.02,8,1
804.18,UK,725,1,0,4,27,19,3,1,271.64,13,46.36,94,0.84,2.15,17,1.43,4,0
293.68,FR,726,1,0,7,48,7,8,48,499.56,1,497.84,4,0.63,9.08,0,4.67,0,0
434.7,DE,727,0,0,9,32,46,16,195,247.63,7,292.45,64,0.05,8.12,6,4.71,9,1
800.31,TR,728,1,0,7,26,47,10,93,205.94,6,495.39,24,0.59,4.12,12,0.59,9,0
641.06,IN,729,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
878.7,US,730,0,1,1,23,19,19,58,514.57,9,338.63,94,0.8,5.23,9,0.37,9,0
418.49,UK,731,0,1,3,38,31,2,169,486.77,4,45.95,75,0.77,6.58,10,3.97,9,0
943.48,FR,732,1,1,9,46,19,2,161,519.41,16,105.72,45,0.83,4.45,5,2.28,8,0
345.64,FR,733,1,1,1,44,8,17,58,78.45,15,124.54,61,0.58,6.72,7,0.18,9,1
862.12,TR,734,0,0,8,7,34,6,3,506.82,16,428.21,76,0.34,1.99,4,1.69,7,1
74.4,DE,735,0,0,9,5,22,7,130,282.25,4,180.13,39,0.84,5.8,7,0.11,2,1
182.62,DE,736,0,0,1,8,28,15,89,360.16,2,312.13,51,0.33,5.25,7,0.57,6,0
109.77,DE,737,1,1,2,24,9,14,186,422,5,77.9,91,0.67,0.54,8,1.31,8,0
80.48,US,738,1,0,0,20,17,15,3,241.75,13,222.67,76,0.8,6.32,4,4.12,0,1
148.1,TR,739,0,1,7,4,2,0,24,107.49,3,333.79,39,0.68,8.33,18,3.07,3,0
34.07,IN,740,0,1,8,24,0,9,67,585.01,1,444.62,85,0.1,0.68,16,2.23,9,1
764,TR,741,0,0,4,18,33,6,167,148.45,2,355.84,84,0.57,8.55,17,3.09,0,0
106.7,IN,742,0,1,6,34,35,0,70,545.1,8,476.64,81,0.04,1.66,7,3.69,7,1
634.83,IN,743,1,1,2,25,20,5,157,392.15,13,21.67,5,0.62,6.12,15,0.19,6,0
942.05,TR,744,1,0,4,31,30,10,108,136.23,10,109.34,1,0.49,3.86,3,4.73,5,0
969.89,IN,745,1,0,0,2,11,12,163,582.07,7,419.76,17,0.53,3.97,4,4.21,1,1
523.15,DE,746,1,0,8,35,28,16,120,244.61,16,119.85,71,0.46,2.44,5,2.71,9,0
381.83,US,747,0,0,1,15,20,9,162,345.17,11,300.44,19,0.84,9.12,15,1.69,3,1
207.68,IN,748,1,1,1,13,43,14,101,132.31,19,148.15,62,0.31,6.76,19,3.09,9,1
251.55,US,749,0,1,3,45,21,16,152,434.6,16,187.33,62,0.99,7.3,4,1.59,0,0
800.31,TR,750,1,0,7,26,47,10,93,205.94,6,495.39,24,0.59,4.12,12,0.59,9,0
45.58,IN,751,1,0,0,29,33,3,44,528.76,2,174.24,82,0.67,1.83,14,1.41,2,0
527.51,IN,752,0,1,0,32,3,16,67,594.42,18,62.12,98,0.71,3.23,13,2.44,6,1
103.04,US,753,0,0,5,41,27,7,64,401.17,18,464.45,63,0.48,0.61,13,3.98,1,1
961.58,TR,754,0,0,8,9,31,16,68,18.37,17,237.21,59,0.59,8.86,19,4.65,4,1
414.86,UK,755,0,1,9,21,39,3,40,321.09,8,390.66,20,0.33,3.85,14,4.11,5,1
641.06,IN,756,0,1,1,48,12,12,72,323.14,9,350.08,49,0.99,4.95,6,2.38,1,0
613.47,US,757,1,0,7,46,15,13,11,255.51,14,498.61,1,0.73,2.83,0,3.6,7,1
602.67,US,758,1,1,1,17,5,7,133,28.25,18,413.25,61,0.9,5.99,12,2.23,0,1
965.98,FR,759,0,1,6,24,7,11,18,97.31,16,395.7,89,0.24,8.16,2,1.67,0,1
898.24,FR,760,1,1,3,40,8,6,87,232.62,5,139.12,7,0.13,9.28,5,1.97,6,1
551.24,FR,761,1,1,4,10,16,8,180,285.4,14,430.11,98,0.44,6.16,17,0.89,5,0
311.2,CA,762,0,0,7,43,37,18,146,309.39,17,133.82,12,0.76,9.42,1,0.13,8,0
26.42,UK,763,1,0,1,40,17,6,42,70.62,16,402.49,51,0.05,9.18,6,1.33,9,0
850.73,US,764,0,1,3,34,26,16,160,464.76,0,408.4,98,0.12,6.28,1,1.03,8,0
764,TR,765,0,0,4,18,33,6,167,148.45,2,355.84,84,0.57,8.55,17,3.09,0,0
665.9,TR,766,0,1,8,22,29,13,141,334.1,18,278.92,82,0.44,9.86,10,4.68,0,1
103.5,TR,767,0,0,0,34,16,0,74,572.21,3,380.85,38,0.57,9.65,14,1.62,9,0
164.43,DE,768,1,1,6,20,38,6,186,466.39,6,224.74,16,0.16,1.54,6,0.31,6,1
35.16,UK,769,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
289.04,US,770,1,0,4,40,24,14,191,280.36,13,120.09,53,0.67,3.13,17,2.24,6,0
581.13,IN,771,0,0,4,1,20,9,174,31.2,17,280.88,27,0.64,8.1,15,3.17,5,0
311.57,FR,772,1,1,2,1,43,2,172,429.42,12,457.33,84,0.77,0.77,12,0.69,8,0
797.83,TR,773,0,0,7,27,9,18,80,141.73,19,355.16,23,0.03,1.31,0,2.89,6,0
380.87,US,774,1,0,8,4,35,14,125,407.87,6,19.86,88,0.99,0.57,10,0.94,9,0
536.04,UK,775,1,1,1,30,36,15,172,594.22,0,252.68,86,0.15,6.42,6,4.69,5,1
347.66,CA,776,1,0,1,3,30,11,61,564.86,1,376.24,98,0.48,4.52,16,1.59,7,1
773.26,DE,777,1,0,5,36,22,18,188,321.86,19,317.55,77,0.56,1.95,6,0.92,0,1
35.16,UK,778,0,1,2,13,5,18,64,596.84,3,63.02,2,0.32,3.26,1,1.24,2,1
559.65,DE,779,0,0,8,5,10,10,36,347.37,18,318.03,11,0.55,0.59,11,2.66,2,1
